Brand,Series,Variant,RAM(GB),Storage(GB),Platform,Condition,Battery(mAh),Camera(MP),Release Year,Reviews,Ratings,Price(₹)
Google,Pixel 10,Neo,12,256,Offline Store,Refurbished,5500,12,2022,5690,4.2,77950
Google,Pixel 6,T,12,512,Reliance Digital,Good,5200,108,2022,2068,4.8,51250
Nothing,Phone 2,Neo,8,64,Flipkart,Refurbished,4500,12,2025,5977,3.6,33444
OnePlus,OnePlus 10,Pro Max,4,64,Official Store,Good,5500,12,2024,4410,3.6,69400
OnePlus,OnePlus 10,Pro Max,6,256,Tata Cliq,Refurbished,4000,108,2025,6657,5,69400
Nothing,Phone 2,Base,6,512,Reliance Digital,Good,4500,12,2022,4217,4.7,33268
Google,Pixel 9,Neo,6,128,Reliance Digital,Good,5200,12,2025,9952,4.6,67450
Google,Pixel 6,Base,4,512,Amazon,Like New,5500,48,2021,5294,4.4,44887
Vivo,V30,Lite,6,64,Flipkart,Refurbished,4500,12,2025,5690,4.4,34900
Samsung,S22,T,6,256,Croma,Refurbished,5200,200,2024,4595,4,45000
Samsung,A35,Pro Max,6,64,Amazon,Used,5000,200,2024,5361,4.4,32200
Samsung,Z23,Neo,8,64,Flipkart,Used,5500,12,2024,5258,3.5,112600
Apple,i11,Pro,6,64,Tata Cliq,Like New,5500,108,2025,7164,4.5,36829
Samsung,A15,Pro Max,6,64,Tata Cliq,Good,5500,64,2025,9129,4.9,19293
Vivo,V25,Plus,12,512,Tata Cliq,Like New,5000,108,2023,9264,4.4,27752
Samsung,F22,Pro Max,6,512,Flipkart,Good,5200,48,2022,3958,4.9,165500
Samsung,Y20,Lite,4,128,Official Store,Good,5500,48,2025,7369,5,15415
Samsung,M34,Pro,6,512,Offline Store,Like New,6000,200,2023,1777,3.9,23997
Realme,GT Neo 3,Pro Max,6,512,Croma,Used,5000,108,2022,4094,4.6,33750
Samsung,A75,T,4,256,Flipkart,Good,4500,200,2023,3080,3.7,52728
Apple,i11,Pro,4,64,Amazon,Good,6000,200,2022,5843,3.5,35500
Samsung,M34,FE,8,256,Croma,Good,5200,48,2024,9780,4.5,19347
Motorola,G31,Plus,4,256,Croma,Good,4500,64,2025,6494,3.8,10843
Samsung,M54,Neo,6,64,Tata Cliq,Used,4500,108,2022,5004,3.6,26500
OnePlus,OnePlus 9,Plus,12,128,Tata Cliq,Like New,5000,108,2022,7263,4.9,45400
OnePlus,T9,Base,8,256,Offline Store,Like New,6000,48,2025,4399,4.5,43077
OnePlus,OnePlus 12,Lite,8,256,Reliance Digital,Like New,4000,48,2024,9605,4.5,64110
Samsung,A35,X,12,512,Reliance Digital,Like New,5000,12,2021,7769,3.9,29844
Samsung,S25,Lite,12,64,Croma,Good,4000,48,2021,5958,4.3,84250
Google,Pixel 8,Lite,6,128,Flipkart,Used,4000,108,2021,7745,4.1,56950
Samsung,A55,Lite,6,64,Flipkart,Refurbished,4500,108,2022,9681,4.3,31039
Google,Pixel 6,Pro,8,512,Official Store,Refurbished,5000,12,2023,6987,4,55750
Apple,i14,Lite,6,256,Reliance Digital,Refurbished,4000,12,2021,5648,5,58000
Samsung,Y15,Pro Max,4,256,Reliance Digital,Good,5500,64,2024,1199,3.5,18694
Samsung,Y30,Plus,6,256,Amazon,Used,4000,48,2022,7113,4.2,17478
Poco,X4,Pro,4,256,Tata Cliq,Used,5000,200,2025,8041,4.9,17098
Google,Pixel 9,X,4,64,Croma,Good,5200,64,2023,5368,5,84700
Google,Pixel 9,Lite,4,512,Official Store,Refurbished,4000,108,2024,2667,3.7,67450
OnePlus,OnePlus 10,FE,8,512,Reliance Digital,Used,5200,48,2025,1030,3.9,47800
Oppo,Find X5,X,6,512,Tata Cliq,Used,4500,12,2022,5508,3.5,86000
Motorola,G31,Ultra,4,64,Flipkart,Like New,5000,108,2025,4804,3.7,19201
Oppo,Reno 8,Plus,6,64,Reliance Digital,Refurbished,4000,200,2024,4302,4.4,31738
Samsung,F23,Ultra,4,512,Tata Cliq,Refurbished,4000,48,2021,3694,3.7,179000
Samsung,S22,Pro Max,8,512,Official Store,Used,5000,12,2021,6003,4.9,57000
Samsung,M34,Ultra,8,128,Offline Store,Refurbished,5000,200,2024,1076,4.1,23800
Nothing,Phone 2,Pro Max,12,128,Official Store,Like New,4500,48,2022,3205,4.8,54084
Samsung,S23,FE,4,256,Official Store,Used,4000,12,2022,3669,5,44500
Samsung,Y30,Plus,12,256,Reliance Digital,Good,5500,12,2025,7206,4.7,16600
Vivo,V27,Pro Max,12,64,Amazon,Refurbished,5000,12,2022,659,4.2,41500
Oppo,Reno 10,Lite,8,256,Flipkart,Refurbished,4500,200,2021,9506,4.3,31750
Samsung,A75,Ultra,8,64,Croma,Like New,4500,200,2023,1451,3.7,67887
Apple,i16,FE,12,128,Croma,Like New,6000,48,2023,8282,3.8,74986
Oppo,Reno 9,Pro Max,8,256,Official Store,Good,5200,12,2022,6691,4.3,45266
Nothing,Phone 1,X,6,256,Official Store,Refurbished,4500,48,2023,3308,4.8,32262
Xiaomi,Redmi Note 13,Ultra,6,256,Amazon,Like New,4500,48,2023,7067,5,28557
Oppo,Reno 10,FE,4,64,Tata Cliq,Refurbished,6000,64,2024,7109,4.4,33500
Vivo,V40,Pro Max,4,128,Offline Store,Refurbished,5200,200,2022,8287,3.7,60100
Xiaomi,Mi 13,Pro Max,6,128,Croma,Used,4000,48,2025,5806,4.2,88000
Google,Pixel 7,Ultra,12,512,Flipkart,Like New,5200,48,2022,5188,3.6,76954
Apple,i17,Neo,6,512,Reliance Digital,Like New,4500,12,2024,6997,4.8,147250
Samsung,S24,Ultra,4,128,Tata Cliq,Refurbished,5000,48,2023,8068,5,75000
Oppo,Reno 8,X,12,128,Official Store,Used,5200,108,2025,4688,4.8,34000
OnePlus,X,Ultra,6,64,Amazon,Refurbished,5500,108,2024,7412,4.4,43223
OnePlus,OnePlus 9,Neo,4,128,Official Store,Good,5000,200,2025,6495,4.5,39964
Nothing,Phone 1,Pro Max,6,512,Croma,Used,6000,200,2022,3447,3.9,38400
Apple,i14,X,8,512,Offline Store,Used,4500,48,2022,8958,4.1,73000
Google,Pixel 7,X,6,256,Flipkart,Used,4500,64,2022,179,4.5,60000
Samsung,M14,FE,8,128,Official Store,Good,5000,108,2021,928,3.8,13723
OnePlus,T9,Lite,8,256,Croma,Good,6000,200,2022,7834,4.5,43564
Samsung,M34,Plus,8,256,Reliance Digital,Good,5500,200,2022,3050,4.8,22211
Samsung,S25,Base,8,64,Croma,Used,5000,108,2023,9620,4.4,80000
Vivo,V30,Plus,6,64,Offline Store,Used,5000,48,2025,2105,4.2,40600
Samsung,M54,X,6,512,Flipkart,Good,5000,48,2023,5239,5,37753
Xiaomi,Mi 13,X,12,256,Amazon,Used,5500,12,2021,2438,4.7,73000
Samsung,S22,Pro,12,512,Croma,Refurbished,4000,108,2021,7017,3.8,49000
Samsung,S21,X,6,128,Offline Store,Good,5000,48,2023,9173,4.1,40500
Apple,i16,Ultra,8,256,Offline Store,Refurbished,6000,200,2025,2790,3.9,105400
Vivo,V40,Pro Max,8,512,Tata Cliq,Good,6000,12,2025,390,3.8,60100
Google,Pixel 6,T,12,256,Flipkart,Like New,5500,64,2025,7965,4.9,54000
Oppo,Find X5,X,8,256,Croma,Like New,4500,64,2023,20,4.8,87258
Apple,i15,T,4,512,Croma,Like New,5000,108,2023,6560,3.5,58563
OnePlus,X,Lite,6,256,Offline Store,Refurbished,4000,108,2023,6264,4.3,26500
Motorola,G71,Plus,4,512,Croma,Refurbished,5500,64,2025,2973,4.7,20079
Oppo,Reno 10,FE,6,512,Official Store,Like New,4000,200,2024,1735,3.6,35420
Motorola,Edge 40,FE,12,64,Tata Cliq,Refurbished,5500,108,2021,9417,4.8,30368
Realme,GT 2,FE,12,128,Official Store,Good,6000,12,2021,2087,4.7,21385
Vivo,V50,Pro,8,128,Offline Store,Like New,5000,64,2024,8598,4.2,55978
Oppo,Reno 9,X,12,512,Tata Cliq,Refurbished,4500,64,2022,5314,3.7,36600
OnePlus,X,Lite,6,64,Croma,Like New,5200,48,2024,5908,4.2,29257
Samsung,M54,X,12,64,Offline Store,Used,5200,108,2023,5331,4,34000
Samsung,S25,Pro,6,512,Flipkart,Like New,6000,200,2022,6151,4.2,110646
OnePlus,T8,FE,6,256,Official Store,Like New,4000,200,2025,5490,4.6,42338
Apple,i13,FE,12,64,Offline Store,Used,4000,48,2022,4518,3.9,50000
Samsung,S21,FE,8,128,Reliance Digital,Used,4500,12,2021,7388,4.8,33500
Samsung,M54,X,12,512,Flipkart,Used,4500,48,2021,5226,4.8,34000
Realme,GT Neo 3,T,4,128,Amazon,Good,5200,64,2021,3343,5,27545
Oppo,Reno 10,Pro Max,12,64,Croma,Refurbished,4500,200,2025,5248,4.7,49250
Google,Pixel 7,Ultra,4,64,Flipkart,Good,5500,48,2024,6924,4.4,75000
OnePlus,T9,Neo,6,256,Amazon,Used,6000,48,2022,3948,4.4,42250
Oppo,Reno 10,X,6,256,Official Store,Used,6000,200,2024,5224,3.6,40500
Oppo,Reno 10,T,4,64,Offline Store,Like New,4500,200,2023,3486,4.5,43978
OnePlus,T9,FE,6,512,Official Store,Refurbished,5200,200,2025,1739,4.3,44500
Samsung,S23,T,4,64,Flipkart,Refurbished,5500,200,2025,1862,4.1,51250
Samsung,M54,Neo,4,64,Flipkart,Good,5200,200,2023,4766,3.9,26500
Samsung,Z23,Ultra,8,256,Offline Store,Refurbished,5200,108,2023,1357,3.6,174200
Nothing,Phone 2,Pro Max,4,128,Official Store,Good,5500,200,2022,3178,3.6,50993
Samsung,F22,T,4,512,Croma,Used,5000,200,2022,4942,4.2,132500
Samsung,Z23,Ultra,6,512,Official Store,Like New,5000,108,2021,7560,4.6,174200
Realme,GT 2,Neo,6,512,Flipkart,Refurbished,4000,200,2024,5452,5,16000
Nothing,Phone 1,T,8,256,Croma,Used,6000,108,2024,8481,4.3,30000
Samsung,F22,Neo,4,64,Flipkart,Refurbished,4000,200,2021,6452,4.2,110500
Xiaomi,Redmi Note 13,X,12,256,Offline Store,Used,5200,64,2024,8389,4.3,18400
Samsung,Z22,Lite,6,512,Official Store,Used,5000,200,2022,8622,3.9,105250
OnePlus,T9,Neo,8,512,Offline Store,Good,6000,12,2025,5787,3.6,44742
Google,Pixel 10,Pro Max,6,64,Tata Cliq,Refurbished,5500,64,2021,6011,4.8,117450
Samsung,A55,Pro,8,64,Offline Store,Like New,4500,48,2022,1510,4.3,38823
Vivo,V60,Base,12,256,Tata Cliq,Good,5000,48,2025,5369,3.9,44189
Samsung,S21,Neo,4,256,Offline Store,Refurbished,4500,12,2025,440,4.7,31750
Samsung,Y20,Pro Max,12,64,Official Store,Refurbished,4500,48,2021,9296,4,16700
Google,Pixel 10,Neo,6,256,Croma,Used,4500,64,2023,9470,4.3,77950
Samsung,A25,Plus,12,128,Reliance Digital,Good,5500,64,2022,4701,4.2,21260
Samsung,S23,Pro Max,8,256,Croma,Like New,5500,12,2021,3492,3.9,64750
Motorola,G31,Lite,4,128,Offline Store,Refurbished,4000,200,2024,6867,3.6,9816
Realme,GT 2,Pro Max,8,128,Offline Store,Good,4000,64,2024,8248,4.7,26000
Google,Pixel 7,Pro,8,256,Croma,Used,5000,12,2023,3847,3.6,62500
Oppo,Reno 8,Base,12,256,Official Store,Good,5000,48,2025,4909,4.3,25658
Samsung,Y15,Neo,4,512,Flipkart,Good,5500,12,2022,6192,3.6,13966
Samsung,F22,X,6,64,Flipkart,Good,5200,48,2023,2913,3.9,138000
Vivo,V27,Pro Max,8,64,Amazon,Used,5000,48,2025,9321,4.9,41500
Samsung,Y20,Pro Max,8,512,Reliance Digital,Refurbished,5000,64,2024,9745,3.9,16700
OnePlus,OnePlus 12,T,6,512,Offline Store,Like New,4500,48,2023,6241,3.7,77712
Samsung,F23,T,12,256,Reliance Digital,Like New,6000,108,2024,2677,4.1,138750
Motorola,G71,Plus,12,128,Amazon,Refurbished,5500,12,2023,2358,4.7,21228
Samsung,Z23,Neo,12,256,Official Store,Like New,5000,200,2024,5605,4.8,114383
Apple,i14,Pro,8,256,Offline Store,Refurbished,6000,12,2025,4248,4.1,76000
Apple,i14,Lite,12,128,Croma,Refurbished,5200,200,2023,7119,4,58000
Realme,GT Neo 3,T,8,64,Amazon,Used,5200,64,2024,2727,4.3,26250
Google,Pixel 7,X,8,128,Tata Cliq,Refurbished,4500,108,2022,3218,4.6,60000
OnePlus,T8,Neo,4,512,Tata Cliq,Good,4000,48,2025,1292,4.3,37276
Samsung,Y30,Plus,6,256,Amazon,Like New,5200,64,2025,6585,4.8,19939
Oppo,Reno 11,FE,12,512,Reliance Digital,Used,4000,12,2022,7746,4.1,36800
Vivo,V60,T,6,512,Croma,Refurbished,4000,64,2024,6792,4.3,53750
Samsung,F24,Lite,12,64,Flipkart,Like New,6000,64,2023,658,3.6,126250
Xiaomi,Redmi Note 12,Pro Max,6,128,Tata Cliq,Like New,5000,64,2022,9547,3.9,25058
Samsung,A15,Ultra,12,512,Croma,Like New,4500,64,2025,6485,3.7,24958
Samsung,Z23,Pro,6,64,Offline Store,Good,5500,200,2021,2736,3.5,146200
Google,Pixel 8,Plus,4,256,Reliance Digital,Used,6000,200,2021,7054,3.5,65800
Google,Pixel 8,Ultra,12,128,Reliance Digital,Used,5200,12,2022,7322,4.4,89400
Xiaomi,Redmi Note 12,Ultra,8,128,Offline Store,Good,5200,48,2022,6614,4.3,21718
OnePlus,OnePlus 11,FE,6,256,Tata Cliq,Like New,5500,48,2023,7131,3.9,50000
Xiaomi,Redmi Note 12,FE,8,64,Croma,Used,6000,48,2022,6051,3.7,11748
Apple,i11,X,6,64,Amazon,Refurbished,4000,200,2025,2396,4.2,35862
Samsung,Y15,Pro Max,4,256,Flipkart,Good,5200,200,2023,9608,4.7,14841
Vivo,V27,Neo,6,512,Croma,Good,5000,64,2023,9166,3.7,30942
Xiaomi,Redmi Note 13,Pro Max,8,64,Tata Cliq,Refurbished,5200,108,2022,1650,3.5,26486
Xiaomi,Redmi Note 12,Pro,6,64,Tata Cliq,Like New,5200,48,2021,7810,3.6,19334
Xiaomi,Redmi Note 12,Plus,6,64,Tata Cliq,Like New,5500,48,2022,865,4.6,17009
Vivo,V30,Ultra,6,256,Flipkart,Good,4000,108,2025,5227,4.6,55800
Apple,i12,Base,12,128,Official Store,Refurbished,6000,64,2024,3698,4,35000
Xiaomi,Redmi Note 13,FE,4,512,Croma,Used,6000,200,2023,2535,4.3,17497
OnePlus,OnePlus 9,Pro Max,6,256,Official Store,Like New,6000,108,2024,8419,4.1,62263
Samsung,M54,Lite,8,64,Flipkart,Used,5500,12,2022,4320,4,26500
Samsung,M34,X,6,64,Croma,Like New,5500,108,2022,1853,4.2,25015
Google,Pixel 8,T,6,128,Flipkart,Good,5500,108,2023,2735,4.8,68750
OnePlus,OnePlus 12,Plus,6,512,Official Store,Refurbished,4500,108,2024,566,4.6,73000
Apple,i14,Base,8,128,Official Store,Used,5500,200,2021,3235,4.1,55000
Vivo,V30,Lite,12,256,Official Store,Good,6000,12,2021,9665,5,35900
Google,Pixel 8,Ultra,6,64,Croma,Used,6000,64,2022,3210,3.6,89400
Google,Pixel 8,Neo,8,256,Offline Store,Like New,6000,200,2024,6312,4.3,60366
OnePlus,OnePlus 11,Neo,12,64,Offline Store,Good,4000,12,2024,8674,5,48868
Oppo,Reno 9,X,8,64,Official Store,Like New,5000,108,2024,4774,5,37409
Oppo,Reno 9,Plus,4,256,Croma,Used,5500,108,2022,4015,3.7,33400
Google,Pixel 9,Base,4,512,Reliance Digital,Used,5000,48,2023,4052,4.7,64000
Samsung,Z24,Pro,8,512,Croma,Like New,4000,64,2022,4168,4.1,157000
Samsung,A25,X,8,256,Offline Store,Used,5500,64,2023,9467,4.1,21922
Vivo,V25,X,6,256,Flipkart,Good,4000,12,2021,9881,3.9,27853
Samsung,M54,Lite,12,128,Offline Store,Used,6000,108,2023,139,4.4,26500
OnePlus,OnePlus 12,Pro,6,512,Amazon,Good,5000,64,2021,2002,4.1,82750
Samsung,M54,Pro,4,256,Flipkart,Good,5000,12,2022,204,4.6,35500
Samsung,A55,Ultra,4,64,Reliance Digital,Like New,6000,108,2024,6609,4.2,49721
Nothing,Phone 1,Pro,8,128,Amazon,Used,4500,108,2023,948,4.6,32927
OnePlus,OnePlus 11,Pro Max,12,128,Offline Store,Used,4000,12,2025,8595,3.9,72500
Samsung,S22,Neo,8,256,Flipkart,Good,5000,12,2021,5447,4.1,37000
OnePlus,T10,Plus,4,256,Official Store,Refurbished,6000,48,2022,5692,4.8,55000
OnePlus,T8,Plus,4,128,Offline Store,Like New,5500,200,2022,955,4,47260
Vivo,V50,X,8,512,Tata Cliq,Used,5000,108,2022,3023,4.7,53500
Google,Pixel 6,Pro,12,64,Offline Store,Used,4500,64,2025,8958,4.1,55750
Poco,X4,Ultra,12,512,Tata Cliq,Like New,6000,48,2024,5931,4.6,23150
OnePlus,OnePlus 11,Plus,12,128,Official Store,Like New,5200,48,2021,3582,4.6,57636
Vivo,V27,FE,4,128,Flipkart,Refurbished,4000,108,2022,1624,4.8,30370
Vivo,V25,Pro Max,8,256,Official Store,Used,5500,48,2023,3830,3.8,33750
Motorola,Edge 40,Pro,8,512,Croma,Good,5200,64,2023,1207,4.8,37998
Motorola,G71,T,8,128,Reliance Digital,Refurbished,5500,200,2021,6425,5,21207
Google,Pixel 10,Pro Max,6,512,Official Store,Good,4500,12,2024,766,4.2,117450
Nothing,Phone 2,Pro,4,256,Flipkart,Refurbished,5200,48,2021,2098,3.7,42250
Apple,i11,Neo,8,512,Offline Store,Good,5000,12,2021,7126,3.7,27883
Vivo,V50,Pro,12,128,Flipkart,Used,5200,64,2021,6772,3.5,55750
Realme,GT Neo 3,Pro Max,8,128,Official Store,Refurbished,4500,108,2021,9315,4.3,33750
Samsung,Z22,X,4,256,Offline Store,Refurbished,5200,64,2023,5790,4.8,131500
Samsung,S24,Pro,6,512,Offline Store,Like New,4000,48,2024,1284,4.6,62500
Apple,i13,Pro,6,128,Official Store,Good,4500,64,2022,565,3.7,62500
Oppo,Reno 9,T,6,64,Tata Cliq,Like New,4500,48,2022,2574,4.5,39107
Vivo,V30,Pro Max,8,256,Tata Cliq,Used,5200,12,2025,2407,4.1,53900
Samsung,Z22,Pro Max,12,128,Tata Cliq,Refurbished,4500,200,2021,7817,4.4,157750
Google,Pixel 10,Ultra,6,128,Offline Store,Like New,4000,12,2022,9329,4.3,122913
OnePlus,T9,Pro Max,12,256,Offline Store,Good,6000,64,2025,3937,3.9,64750
Oppo,Reno 8,Base,12,512,Offline Store,Like New,4000,200,2025,6116,4.2,27978
Vivo,V29,Ultra,8,512,Reliance Digital,Used,4000,48,2023,7992,3.7,51000
Apple,i12,Neo,12,128,Tata Cliq,Good,5000,12,2025,548,4.1,38045
Apple,i17,FE,8,128,Reliance Digital,Used,5200,12,2021,3532,4.6,154500
OnePlus,X2,Pro Max,8,128,Amazon,Good,4500,48,2023,962,3.9,49250
Samsung,F23,T,12,64,Flipkart,Used,4500,64,2021,1532,4,138750
Apple,i16,FE,4,64,Reliance Digital,Used,4000,200,2024,8902,4.3,70900
Samsung,A75,FE,8,512,Croma,Good,5500,108,2022,6245,4.9,47042
Xiaomi,Redmi Note 13,X,6,256,Croma,Like New,6000,12,2021,9978,4.4,22420
Apple,i14,Pro,6,256,Flipkart,Refurbished,4500,200,2022,3619,4.6,76000
Apple,i13,Neo,12,128,Reliance Digital,Like New,6000,64,2022,1471,3.8,47677
Samsung,A35,Pro Max,8,512,Reliance Digital,Good,4000,200,2024,9361,4.7,32200
Samsung,Z23,Neo,6,128,Official Store,Good,5500,200,2023,7551,3.8,112600
Google,Pixel 10,Pro,12,256,Tata Cliq,Like New,4500,48,2024,6502,4.1,101774
Oppo,Reno 11,FE,6,64,Offline Store,Good,4500,108,2024,1923,3.7,36800
Xiaomi,Mi 13,Pro Max,4,256,Amazon,Used,6000,12,2025,8729,4,88000
Samsung,F23,Base,8,256,Croma,Like New,6000,200,2024,7433,3.7,111216
Apple,i12,FE,8,256,Flipkart,Good,5500,108,2025,2219,3.6,42173
Google,Pixel 6,X,12,512,Croma,Refurbished,5500,200,2024,7701,4.6,53500
OnePlus,T8,Lite,6,128,Amazon,Good,4500,200,2021,1419,4.4,37034
Samsung,S23,Pro,4,128,Tata Cliq,Like New,5500,200,2024,4234,3.8,58769
Samsung,Y30,Lite,12,256,Amazon,Refurbished,4500,108,2022,202,4.3,13900
OnePlus,OnePlus 11,FE,4,64,Croma,Good,5200,64,2025,1321,4.6,50827
Samsung,Y20,Pro Max,12,256,Flipkart,Like New,5500,108,2021,619,4.2,18684
Samsung,Z23,Lite,6,128,Offline Store,Refurbished,4000,48,2021,9352,4.7,112600
Google,Pixel 6,T,8,64,Flipkart,Refurbished,5000,12,2023,6429,4.6,51250
Vivo,V25,FE,8,256,Reliance Digital,Refurbished,6000,108,2021,2343,4.4,24096
Samsung,S23,Ultra,8,64,Official Store,Refurbished,4000,12,2021,6560,3.6,67000
Samsung,F23,Ultra,8,64,Amazon,Good,5200,12,2024,5284,4.3,179000
OnePlus,X2,Neo,8,128,Official Store,Refurbished,5000,108,2021,3167,4.4,31750
Samsung,Y15,Pro Max,8,256,Offline Store,Like New,5500,200,2024,7879,5,15885
Apple,i17,Ultra,4,512,Offline Store,Good,5000,48,2024,494,4.1,227000
Samsung,S22,Plus,6,128,Offline Store,Refurbished,4000,200,2025,6558,5,43000
Samsung,S24,Neo,4,512,Croma,Refurbished,5500,108,2021,6052,4.4,47500
Apple,i16,X,6,512,Croma,Like New,4000,108,2024,786,3.9,85341
Samsung,Z22,Base,12,512,Official Store,Used,5000,48,2023,8794,5,100000
Samsung,Y15,Neo,6,64,Croma,Good,4000,12,2024,3727,3.6,13665
Apple,i17,X,8,128,Offline Store,Like New,6000,64,2022,1877,4.4,183500
Apple,i14,FE,6,256,Croma,Like New,5200,64,2021,2850,4.9,63520
Realme,GT 2,Ultra,12,512,Reliance Digital,Used,6000,64,2023,5995,4.4,27000
Samsung,S25,Lite,6,512,Flipkart,Good,6000,64,2022,4538,3.9,84250
OnePlus,T10,Pro Max,8,128,Croma,Good,4000,48,2021,1093,3.8,72500
OnePlus,OnePlus 12,Lite,6,64,Flipkart,Used,6000,48,2023,3993,4,63250
OnePlus,OnePlus 12,FE,6,64,Flipkart,Refurbished,4000,108,2021,7600,4.5,66500
Google,Pixel 10,FE,4,256,Reliance Digital,Like New,5200,108,2021,3080,4.2,84160
Vivo,V60,Neo,4,256,Croma,Like New,6000,200,2023,110,4,46178
Samsung,M54,Ultra,12,128,Official Store,Refurbished,5000,12,2023,5428,4.7,43706
Samsung,S23,T,12,128,Croma,Good,5000,12,2024,3824,3.5,51250
Poco,X4,X,6,64,Reliance Digital,Like New,4000,200,2024,2735,4.6,16192
Samsung,S24,Pro Max,8,512,Amazon,Refurbished,5200,64,2021,3653,4.1,72500
Oppo,Reno 9,Lite,12,512,Flipkart,Like New,5500,12,2023,1036,3.8,31874
Samsung,M54,T,8,64,Croma,Like New,5000,12,2024,4905,4.6,34920
Vivo,V40,Plus,6,64,Flipkart,Good,4500,200,2025,7797,3.5,46024
OnePlus,OnePlus 10,T,8,128,Offline Store,Good,4500,64,2023,156,4.6,56579
Samsung,S21,Plus,4,64,Tata Cliq,Like New,5200,48,2024,7458,4.8,37804
Samsung,A75,Neo,6,128,Official Store,Refurbished,4500,64,2022,2770,5,42672
Vivo,V30,FE,6,256,Tata Cliq,Like New,5000,108,2022,2962,4.8,38217
Samsung,Z24,Lite,4,64,Offline Store,Like New,5200,64,2023,718,4.8,121000
Apple,i14,FE,12,512,Offline Store,Refurbished,4500,108,2023,6570,4.4,61000
OnePlus,X,Plus,4,64,Reliance Digital,Good,6000,12,2023,5477,4,34848
Apple,i15,T,8,512,Reliance Digital,Refurbished,5200,48,2025,3753,3.8,57500
Samsung,M14,Pro,6,128,Croma,Used,4000,12,2024,219,4.3,13900
Samsung,S23,Pro Max,12,512,Offline Store,Like New,6000,200,2023,9435,4.3,66096
Oppo,Reno 10,Ultra,8,256,Official Store,Good,5200,108,2021,493,4.9,51000
Google,Pixel 7,Base,12,128,Official Store,Good,4500,12,2022,4646,4.8,45000
Apple,i17,FE,4,256,Amazon,Refurbished,6000,12,2025,7232,4.5,154500
Oppo,Reno 10,Base,12,128,Official Store,Used,5000,48,2024,1889,3.7,30000
Vivo,V27,Lite,6,64,Reliance Digital,Like New,5200,48,2024,9200,3.9,27096
Samsung,Y20,Neo,4,256,Tata Cliq,Refurbished,5200,108,2025,649,4.3,14245
Samsung,F23,FE,12,128,Amazon,Refurbished,5200,64,2024,8494,5,121500
OnePlus,OnePlus 11,Plus,8,512,Tata Cliq,Good,5200,12,2021,5737,4.2,55000
Motorola,G31,T,6,128,Flipkart,Like New,5500,48,2023,8789,4.7,12756
Oppo,Reno 10,Plus,8,128,Croma,Like New,4500,64,2022,6881,3.7,37720
Apple,i11,Base,12,64,Reliance Digital,Good,4500,12,2021,6816,4.9,29788
Samsung,Z24,Base,4,512,Flipkart,Like New,5000,108,2025,2208,4.4,115000
Samsung,S24,FE,8,512,Reliance Digital,Refurbished,4500,48,2024,9380,4,50000
Oppo,Reno 11,Pro,6,512,Amazon,Used,4500,200,2023,5282,4.9,46300
OnePlus,T8,Ultra,4,512,Flipkart,Refurbished,4500,48,2022,2041,4.8,59000
OnePlus,OnePlus 8,FE,12,64,Amazon,Used,5500,200,2021,2100,3.8,36800
Oppo,Reno 10,Base,8,512,Reliance Digital,Used,5500,12,2024,6225,4.7,30000
Apple,i12,Ultra,8,512,Amazon,Refurbished,5000,200,2023,9857,4.2,59000
Google,Pixel 7,Pro,4,128,Croma,Like New,4500,64,2025,2449,3.8,62918
Oppo,Reno 9,Neo,6,256,Amazon,Used,5000,12,2021,223,4.9,28600
Samsung,A55,Base,6,512,Offline Store,Like New,5500,108,2021,7597,4.8,30985
Samsung,M14,Lite,12,512,Amazon,Like New,4500,200,2023,4605,4.3,12854
Google,Pixel 8,Neo,4,128,Reliance Digital,Refurbished,5500,48,2022,610,4.3,56950
Motorola,Edge 40,Lite,6,256,Croma,Like New,4500,108,2024,3977,4.6,29069
Nothing,Phone 2,Ultra,6,128,Flipkart,Good,6000,200,2024,346,4.5,51000
Samsung,S22,Lite,8,512,Croma,Used,4500,12,2023,8614,4.7,37000
Vivo,V60,Lite,6,512,Croma,Refurbished,6000,64,2024,5244,4.7,44350
OnePlus,OnePlus 8,Lite,8,256,Croma,Used,5200,64,2023,2867,4.6,34900
OnePlus,T8,Pro,8,128,Official Store,Good,4000,48,2022,8544,4.7,49000
Xiaomi,Redmi Note 12,Base,4,256,Reliance Digital,Like New,4000,108,2022,602,4.6,12615
Vivo,V27,Neo,6,64,Official Store,Used,6000,200,2021,2836,3.7,26500
Vivo,V60,Lite,8,512,Official Store,Refurbished,4500,200,2024,8595,3.6,44350
Xiaomi,Redmi Note 12,T,8,64,Amazon,Used,5500,108,2022,7487,4.8,15327
OnePlus,T9,T,4,512,Reliance Digital,Used,5500,12,2022,2541,4.7,51250
OnePlus,OnePlus 12,T,8,512,Tata Cliq,Refurbished,5200,48,2021,7150,4.5,76250
Samsung,A15,Neo,8,128,Tata Cliq,Refurbished,5000,64,2022,6384,3.8,15814
Samsung,F23,Lite,12,512,Flipkart,Good,4000,48,2024,7074,4.7,115750
OnePlus,OnePlus 8,X,4,64,Official Store,Used,5000,200,2022,6923,3.8,44400
Apple,i12,FE,12,256,Official Store,Like New,4000,64,2022,826,4.9,40694
OnePlus,X2,X,4,64,Tata Cliq,Refurbished,6000,48,2025,3996,3.8,40500
Apple,i14,Neo,12,64,Flipkart,Like New,5200,12,2023,4145,4.5,61716
